month,region,age_band,claimants
April 2006,North West,Age unknown (clerical claims),545
April 2006,North West,Aged 16-24,41575
April 2006,North West,Aged 25-49,60740
April 2006,North West,Aged 50+,17105
April 2006,Yorkshire and The Humber,Age unknown (clerical claims),450
April 2006,Yorkshire and The Humber,Aged 16-24,29385
April 2006,Yorkshire and The Humber,Aged 25-49,46590
April 2006,Yorkshire and The Humber,Aged 50+,14170
April 2006,East Midlands,Age unknown (clerical claims),275
April 2006,East Midlands,Aged 16-24,20290
April 2006,East Midlands,Aged 25-49,32810
April 2006,East Midlands,Aged 50+,11180
April 2006,West Midlands,Age unknown (clerical claims),555
April 2006,West Midlands,Aged 16-24,35425
April 2006,West Midlands,Aged 25-49,58840
April 2006,West Midlands,Aged 50+,17840
April 2006,East,Age unknown (clerical claims),230
April 2006,East,Aged 16-24,20955
April 2006,East,Aged 25-49,34655
April 2006,East,Aged 50+,12510
April 2006,London,Age unknown (clerical claims),1380
April 2006,London,Aged 16-24,46280
April 2006,London,Aged 25-49,97955
April 2006,London,Aged 50+,24895
April 2006,South East,Age unknown (clerical claims),315
April 2006,South East,Aged 16-24,24165
April 2006,South East,Aged 25-49,43965
April 2006,South East,Aged 50+,16205
April 2006,South West,Age unknown (clerical claims),235
April 2006,South West,Aged 16-24,15505
April 2006,South West,Aged 25-49,25440
April 2006,South West,Aged 50+,9120
April 2006,Wales,Age unknown (clerical claims),175
April 2006,Wales,Aged 16-24,16930
April 2006,Wales,Aged 25-49,22805
April 2006,Wales,Aged 50+,7010
April 2006,Scotland,Age unknown (clerical claims),510
April 2006,Scotland,Aged 16-24,29095
April 2006,Scotland,Aged 25-49,47485
April 2006,Scotland,Aged 50+,15575
May 2006,North East,Age unknown (clerical claims),295
May 2006,North East,Aged 16-24,17430
May 2006,North East,Aged 25-49,25080
May 2006,North East,Aged 50+,8100
May 2006,North West,Age unknown (clerical claims),535
May 2006,North West,Aged 16-24,40220
May 2006,North West,Aged 25-49,60360
May 2006,North West,Aged 50+,16890
May 2006,Yorkshire and The Humber,Age unknown (clerical claims),405
May 2006,Yorkshire and The Humber,Aged 16-24,28690
May 2006,Yorkshire and The Humber,Aged 25-49,46190
May 2006,Yorkshire and The Humber,Aged 50+,14110
May 2006,East Midlands,Age unknown (clerical claims),255
May 2006,East Midlands,Aged 16-24,19615
May 2006,East Midlands,Aged 25-49,32365
May 2006,East Midlands,Aged 50+,11050
May 2006,West Midlands,Age unknown (clerical claims),515
May 2006,West Midlands,Aged 16-24,34470
May 2006,West Midlands,Aged 25-49,58150
May 2006,West Midlands,Aged 50+,17645
May 2006,East,Age unknown (clerical claims),205
May 2006,East,Aged 16-24,20085
May 2006,East,Aged 25-49,34120
May 2006,East,Aged 50+,12420
May 2006,London,Age unknown (clerical claims),1120
May 2006,London,Aged 16-24,45365
May 2006,London,Aged 25-49,97990
May 2006,London,Aged 50+,25050
May 2006,South East,Age unknown (clerical claims),290
May 2006,South East,Aged 16-24,23655
May 2006,South East,Aged 25-49,43875
May 2006,South East,Aged 50+,16345
May 2006,South West,Age unknown (clerical claims),255
May 2006,South West,Aged 16-24,14880
May 2006,South West,Aged 25-49,25035
May 2006,South West,Aged 50+,8925
May 2006,Wales,Age unknown (clerical claims),175
May 2006,Wales,Aged 16-24,16155
May 2006,Wales,Aged 25-49,22160
May 2006,Wales,Aged 50+,6750
May 2006,Scotland,Age unknown (clerical claims),515
May 2006,Scotland,Aged 16-24,28280
May 2006,Scotland,Aged 25-49,46735
May 2006,Scotland,Aged 50+,15300
June 2006,North East,Age unknown (clerical claims),275
June 2006,North East,Aged 16-24,16890
June 2006,North East,Aged 25-49,24875
June 2006,North East,Aged 50+,8105
June 2006,North West,Age unknown (clerical claims),570
June 2006,North West,Aged 16-24,39635
June 2006,North West,Aged 25-49,60210
June 2006,North West,Aged 50+,16690
June 2006,Yorkshire and The Humber,Age unknown (clerical claims),425
June 2006,Yorkshire and The Humber,Aged 16-24,27795
June 2006,Yorkshire and The Humber,Aged 25-49,45625
June 2006,Yorkshire and The Humber,Aged 50+,13890
June 2006,East Midlands,Age unknown (clerical claims),325
June 2006,East Midlands,Aged 16-24,19210
June 2006,East Midlands,Aged 25-49,31975
June 2006,East Midlands,Aged 50+,10800
June 2006,West Midlands,Age unknown (clerical claims),565
June 2006,West Midlands,Aged 16-24,33970
June 2006,West Midlands,Aged 25-49,57480
June 2006,West Midlands,Aged 50+,17250
June 2006,East,Age unknown (clerical claims),195
June 2006,East,Aged 16-24,19455
June 2006,East,Aged 25-49,33770
June 2006,East,Aged 50+,12195
June 2006,London,Age unknown (clerical claims),1040
June 2006,London,Aged 16-24,45105
June 2006,London,Aged 25-49,97705
June 2006,London,Aged 50+,25040
June 2006,South East,Age unknown (clerical claims),300
June 2006,South East,Aged 16-24,23020
June 2006,South East,Aged 25-49,43275
June 2006,South East,Aged 50+,16170
June 2006,South West,Age unknown (clerical claims),265
June 2006,South West,Aged 16-24,14335
June 2006,South West,Aged 25-49,24675
June 2006,South West,Aged 50+,8780
June 2006,Wales,Age unknown (clerical claims),185
June 2006,Wales,Aged 16-24,15245
June 2006,Wales,Aged 25-49,21445
June 2006,Wales,Aged 50+,6610
June 2006,Scotland,Age unknown (clerical claims),530
June 2006,Scotland,Aged 16-24,28180
June 2006,Scotland,Aged 25-49,46345
June 2006,Scotland,Aged 50+,15030
July 2006,North East,Age unknown (clerical claims),220
July 2006,North East,Aged 16-24,17045
July 2006,North East,Aged 25-49,24540
July 2006,North East,Aged 50+,8020
July 2006,North West,Age unknown (clerical claims),610
July 2006,North West,Aged 16-24,40635
July 2006,North West,Aged 25-49,60045
July 2006,North West,Aged 50+,16495
July 2006,Yorkshire and The Humber,Age unknown (clerical claims),350
July 2006,Yorkshire and The Humber,Aged 16-24,28775
July 2006,Yorkshire and The Humber,Aged 25-49,45635
July 2006,Yorkshire and The Humber,Aged 50+,13880
July 2006,East Midlands,Age unknown (clerical claims),295
July 2006,East Midlands,Aged 16-24,19885
July 2006,East Midlands,Aged 25-49,31910
July 2006,East Midlands,Aged 50+,10630
July 2006,West Midlands,Age unknown (clerical claims),570
July 2006,West Midlands,Aged 16-24,35525
July 2006,West Midlands,Aged 25-49,57420
July 2006,West Midlands,Aged 50+,17195
July 2006,East,Age unknown (clerical claims),190
July 2006,East,Aged 16-24,19635
July 2006,East,Aged 25-49,33515
July 2006,East,Aged 50+,12075
July 2006,London,Age unknown (clerical claims),1055
July 2006,London,Aged 16-24,46615
July 2006,London,Aged 25-49,96790
July 2006,London,Aged 50+,24920
July 2006,South East,Age unknown (clerical claims),280
July 2006,South East,Aged 16-24,24135
July 2006,South East,Aged 25-49,43325
July 2006,South East,Aged 50+,15975
July 2006,South West,Age unknown (clerical claims),215
July 2006,South West,Aged 16-24,14750
July 2006,South West,Aged 25-49,24595
July 2006,South West,Aged 50+,8590
July 2006,Wales,Age unknown (clerical claims),115
July 2006,Wales,Aged 16-24,15835
July 2006,Wales,Aged 25-49,21325
July 2006,Wales,Aged 50+,6460
July 2006,Scotland,Age unknown (clerical claims),535
July 2006,Scotland,Aged 16-24,29810
July 2006,Scotland,Aged 25-49,46905
July 2006,Scotland,Aged 50+,14850
August 2006,North East,Age unknown (clerical claims),210
August 2006,North East,Aged 16-24,17365
August 2006,North East,Aged 25-49,24530
August 2006,North East,Aged 50+,8075
August 2006,North West,Age unknown (clerical claims),595
August 2006,North West,Aged 16-24,40965
August 2006,North West,Aged 25-49,59425
August 2006,North West,Aged 50+,16345
August 2006,Yorkshire and The Humber,Age unknown (clerical claims),365
August 2006,Yorkshire and The Humber,Aged 16-24,29115
August 2006,Yorkshire and The Humber,Aged 25-49,45810
August 2006,Yorkshire and The Humber,Aged 50+,13865
August 2006,East Midlands,Age unknown (clerical claims),275
August 2006,East Midlands,Aged 16-24,20555
August 2006,East Midlands,Aged 25-49,32255
August 2006,East Midlands,Aged 50+,10690
August 2006,West Midlands,Age unknown (clerical claims),545
August 2006,West Midlands,Aged 16-24,36030
August 2006,West Midlands,Aged 25-49,57710
August 2006,West Midlands,Aged 50+,17175
August 2006,East,Age unknown (clerical claims),200
August 2006,East,Aged 16-24,19820
August 2006,East,Aged 25-49,32640
August 2006,East,Aged 50+,11755
August 2006,London,Age unknown (clerical claims),995
August 2006,London,Aged 16-24,46350
August 2006,London,Aged 25-49,94455
August 2006,London,Aged 50+,24520
August 2006,South East,Age unknown (clerical claims),300
August 2006,South East,Aged 16-24,23980
August 2006,South East,Aged 25-49,41760
August 2006,South East,Aged 50+,15305
August 2006,South West,Age unknown (clerical claims),235
August 2006,South West,Aged 16-24,15245
August 2006,South West,Aged 25-49,24760
August 2006,South West,Aged 50+,8730
August 2006,Wales,Age unknown (clerical claims),130
August 2006,Wales,Aged 16-24,16290
August 2006,Wales,Aged 25-49,21465
August 2006,Wales,Aged 50+,6470
August 2006,Scotland,Age unknown (clerical claims),535
August 2006,Scotland,Aged 16-24,29920
August 2006,Scotland,Aged 25-49,46910
August 2006,Scotland,Aged 50+,14830
September 2006,North East,Age unknown (clerical claims),155
September 2006,North East,Aged 16-24,17390
September 2006,North East,Aged 25-49,24175
September 2006,North East,Aged 50+,8070
September 2006,North West,Age unknown (clerical claims),595
September 2006,North West,Aged 16-24,41175
September 2006,North West,Aged 25-49,59350
September 2006,North West,Aged 50+,16360
September 2006,Yorkshire and The Humber,Age unknown (clerical claims),405
September 2006,Yorkshire and The Humber,Aged 16-24,28625
September 2006,Yorkshire and The Humber,Aged 25-49,45495
September 2006,Yorkshire and The Humber,Aged 50+,13725
September 2006,East Midlands,Age unknown (clerical claims),260
September 2006,East Midlands,Aged 16-24,20600
September 2006,East Midlands,Aged 25-49,31665
September 2006,East Midlands,Aged 50+,10475
September 2006,West Midlands,Age unknown (clerical claims),630
September 2006,West Midlands,Aged 16-24,35855
September 2006,West Midlands,Aged 25-49,57140
September 2006,West Midlands,Aged 50+,17040
September 2006,East,Age unknown (clerical claims),170
September 2006,East,Aged 16-24,20225
September 2006,East,Aged 25-49,33240
September 2006,East,Aged 50+,11935
September 2006,London,Age unknown (clerical claims),1140
September 2006,London,Aged 16-24,47795
September 2006,London,Aged 25-49,95660
September 2006,London,Aged 50+,24810
September 2006,South East,Age unknown (clerical claims),275
September 2006,South East,Aged 16-24,24390
September 2006,South East,Aged 25-49,42325
September 2006,South East,Aged 50+,15525
September 2006,South West,Age unknown (clerical claims),260
September 2006,South West,Aged 16-24,15165
September 2006,South West,Aged 25-49,24525
September 2006,South West,Aged 50+,8690
September 2006,Wales,Age unknown (clerical claims),115
September 2006,Wales,Aged 16-24,15810
September 2006,Wales,Aged 25-49,21050
September 2006,Wales,Aged 50+,6345
September 2006,Scotland,Age unknown (clerical claims),500
September 2006,Scotland,Aged 16-24,26745
September 2006,Scotland,Aged 25-49,44260
September 2006,Scotland,Aged 50+,14355
October 2006,North East,Age unknown (clerical claims),160
October 2006,North East,Aged 16-24,16960
October 2006,North East,Aged 25-49,24115
October 2006,North East,Aged 50+,8215
October 2006,North West,Age unknown (clerical claims),610
October 2006,North West,Aged 16-24,39495
October 2006,North West,Aged 25-49,58135
October 2006,North West,Aged 50+,16335
October 2006,Yorkshire and The Humber,Age unknown (clerical claims),405
October 2006,Yorkshire and The Humber,Aged 16-24,27685
October 2006,Yorkshire and The Humber,Aged 25-49,44810
October 2006,Yorkshire and The Humber,Aged 50+,13625
October 2006,East Midlands,Age unknown (clerical claims),280
October 2006,East Midlands,Aged 16-24,19520
October 2006,East Midlands,Aged 25-49,31175
October 2006,East Midlands,Aged 50+,10420
October 2006,West Midlands,Age unknown (clerical claims),660
October 2006,West Midlands,Aged 16-24,33910
October 2006,West Midlands,Aged 25-49,55935
October 2006,West Midlands,Aged 50+,16755
October 2006,East,Age unknown (clerical claims),145
October 2006,East,Aged 16-24,20270
October 2006,East,Aged 25-49,33240
October 2006,East,Aged 50+,12070
October 2006,London,Age unknown (clerical claims),1155
October 2006,London,Aged 16-24,45795
October 2006,London,Aged 25-49,95040
October 2006,London,Aged 50+,24730
October 2006,South East,Age unknown (clerical claims),265
October 2006,South East,Aged 16-24,23560
October 2006,South East,Aged 25-49,41665
October 2006,South East,Aged 50+,15430
October 2006,South West,Age unknown (clerical claims),250
October 2006,South West,Aged 16-24,14690
October 2006,South West,Aged 25-49,24085
October 2006,South West,Aged 50+,8635
October 2006,Wales,Age unknown (clerical claims),110
October 2006,Wales,Aged 16-24,15095
October 2006,Wales,Aged 25-49,20495
October 2006,Wales,Aged 50+,6295
October 2006,Scotland,Age unknown (clerical claims),545
October 2006,Scotland,Aged 16-24,25775
October 2006,Scotland,Aged 25-49,43470
October 2006,Scotland,Aged 50+,14310
November 2006,North East,Age unknown (clerical claims),200
November 2006,North East,Aged 16-24,16885
November 2006,North East,Aged 25-49,24555
November 2006,North East,Aged 50+,8405
November 2006,North West,Age unknown (clerical claims),530
November 2006,North West,Aged 16-24,38260
November 2006,North West,Aged 25-49,57835
November 2006,North West,Aged 50+,16250
November 2006,Yorkshire and The Humber,Age unknown (clerical claims),385
November 2006,Yorkshire and The Humber,Aged 16-24,26740
November 2006,Yorkshire and The Humber,Aged 25-49,44605
November 2006,Yorkshire and The Humber,Aged 50+,13635
November 2006,East Midlands,Age unknown (clerical claims),295
November 2006,East Midlands,Aged 16-24,18905
November 2006,East Midlands,Aged 25-49,30845
November 2006,East Midlands,Aged 50+,10510
November 2006,West Midlands,Age unknown (clerical claims),550
November 2006,West Midlands,Aged 16-24,33115
November 2006,West Midlands,Aged 25-49,55855
November 2006,West Midlands,Aged 50+,16860
November 2006,East,Age unknown (clerical claims),115
November 2006,East,Aged 16-24,19850
November 2006,East,Aged 25-49,33470
November 2006,East,Aged 50+,12365
November 2006,London,Age unknown (clerical claims),1170
November 2006,London,Aged 16-24,44040
November 2006,London,Aged 25-49,93820
November 2006,London,Aged 50+,24550
November 2006,South East,Age unknown (clerical claims),265
November 2006,South East,Aged 16-24,22640
November 2006,South East,Aged 25-49,40975
November 2006,South East,Aged 50+,15300
November 2006,South West,Age unknown (clerical claims),225
November 2006,South West,Aged 16-24,14385
November 2006,South West,Aged 25-49,24155
November 2006,South West,Aged 50+,8620
November 2006,Wales,Age unknown (clerical claims),90
November 2006,Wales,Aged 16-24,14745
November 2006,Wales,Aged 25-49,20280
November 2006,Wales,Aged 50+,6280
November 2006,Scotland,Age unknown (clerical claims),445
November 2006,Scotland,Aged 16-24,25235
November 2006,Scotland,Aged 25-49,43365
November 2006,Scotland,Aged 50+,14225
December 2006,North East,Age unknown (clerical claims),290
December 2006,North East,Aged 16-24,17065
December 2006,North East,Aged 25-49,25330
December 2006,North East,Aged 50+,8600
December 2006,North West,Age unknown (clerical claims),530
December 2006,North West,Aged 16-24,38765
December 2006,North West,Aged 25-49,59005
December 2006,North West,Aged 50+,16430
December 2006,Yorkshire and The Humber,Age unknown (clerical claims),355
